"Client:","Division:","Program:","Opportunity Type:","Funnel Stage:","Practice Group:","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec",
"Zions Bank","Zions Bank","SMB Outreach","Technekes Only","Key Target","FS",,,,,,,,,,,,
"GE Capital","Lowe's Commercial Sales","Sales Incentive","Technekes Only","No Longer An Opportunity","FS",,,,,,,,,,,,
"Wells Fargo","Business Insurance","Leads Mgmt","Technekes Only","Conversation","FS",,,,,,,,,,,,
"Bank of NC","Commercial Lending","Leads Mgmt","Technekes Only","Key Target","FS",,,,,,,,,,,,
"Abbott Nutritionals","Abbott Nutritionals","Ensure DM and SA","Technekes Only","Scoped","HC",,,,,,,,,,,,
"Access One","Med Card","Branding, web dev and appt setting","Technekes Only","Scoped","HC",,,10000,10000,10000,10000,10000,"in ",,,,
"Allergan","Allergan","BIFS","Technekes Only","Closed","HC",61500,71500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500
"Allergan","Allergan","Sanctura XR","Technekes Only","Closed","HC",30000,30000,30000,,,,,,,,,
"Allergan","Allergan","Tazorac","Technekes Only","Closed","HC",1200,800,,,,,,,,,,
"Allergan","SXR - new 2011","SA","Technekes Only","Scoped","HC",,,,,,,,,,,,
"Aqua Pharma","Aqua Pharma","SA - Derm Franchise","Technekes Only","SOW","HC",,0,11833.3333333333,11833.3333333333,11833.3333333333,11833.3333333333,11833.3333333333,11833.3333333333,11833.3333333333,11833.3333333333,11833.3333333333,11833.3333333333
"Azur Pharma","Azur Pharma","AVC cream","Technekes Only","Closed","HC",5000,5000,5000,5000,5000,5000,,,,,,
"Azur Pharma","Azur Pharma","Elestrin SA","Technekes Only","Closed","HC",5000,5000,5000,5000,5000,5000,,,,,,
"Bayer Healthcare Pharma","Bayer Healthcare Pharma","Pt Survey and SA","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"Bayer Healthcare Pharma","Bayer Healthcare Pharma","Beyax","Technekes Only","Key Target","HC",,,,,,,,,,,,
"BD Bioservices","Lab products","Recruiting for panel","Technekes Only","Closed","HC",,,14500,,,,,,,,,
"BI","BI","Pradaxa","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Eurand","Eurand","Zenpep - 2 pilots","Technekes Only","Closed","HC",,,,,,,,,,,,
"Forest Labs","Forest Labs","Telfaro","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Graceway Pharmaceuticals","Zyclara","SA","Technekes Only","SOW","HC",,,,,,51250,51250,51250,51250,51250,51250,51250
"GSK","Arzerra","Healthy Outcomes","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"GSK Steiffel","GSK Steiffel","Derm line","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"GSK Vaccines","GSK Vaccines","Cervarix Frig ","Partnered","No Longer An Opportunity","HC",,,,,,,,,,,,
"GTC Biotherapeutics","Atryn","SA","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"Iroko","Iroko","Indocin","Technekes Only","SOW","HC",,,,,,,,,,,,
"JNJ","Pricara","Nucynta XR launch","Partnered","Scoped","HC",,,,,,,,,,,,
"JNJ","Vistakon","Lead gen and appt setting","Technekes Only","Key Target","HC",,,,,,,,,,,,
"JNJ","Ethicon Endosurgery","Lead gen and appt setting","Technekes Only","Key Target","HC",,,,,,,,,,,,
